object_id,camera_id,evaluation_caption
PerfumeBottle,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PerfumeBottle,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PerfumeBottle,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PoisonBottle,PC5,one full transparent closed cylindrical glass bottle with a twist finish and screw closure
PoisonBottle,PC7,one full transparent open cylindrical plastic bottle with a snap finish and no closure
PoisonBottle,PC8,one full opaque open cylindrical plastic bottle with a snap finish and no closure
PoisonBottle,PC9,one full transparent open cylindrical plastic bottle with a twist finish and no closure
PotionBottle,PC5,one full opaque closed cylindrical plastic bottle with a snap finish and swing - top closure
PotionBottle,PC7,one empty translucent closed cylindrical plastic bottle with a snap finish and snap closure
PotionBottle,PC8,one full translucent closed cylindrical plastic bottle with a twist finish and screw closure
PotionBottle,PC9,one full translucent closed cylindrical plastic bottle with a twist finish and screw closure
SmallBottle,PC5,one empty opaque open oval plastic container with a snap finish and no closure
SmallBottle,PC7,one empty translucent open oval plastic bottle with a snap finish and no closure
SmallBottle,PC8,one empty translucent open oval plastic container with a snap finish and no closure
SmallBottle,PC9,one empty translucent open oval plastic container with a snap finish and no closure
SnakeOilBottle,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SnakeOilBottle,PC7,one full opaque closed cylindrical plastic bottle with a complex finish and flip - top closure
SnakeOilBottle,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SnakeOilBottle,PC9,one full opaque closed cylindrical plastic bottle with a complex finish and flip - top closure
VintageGlassBottle,PC5,one full transparent closed cylindrical glass bottle with a snap finish and snap closure
VintageGlassBottle,PC7,one empty translucent open cylindrical glass bottle with a snap finish and no closure
VintageGlassBottle,PC8,one full transparent open cylindrical glass bottle with a snap finish and no closure
VintageGlassBottle,PC9,one full translucent closed cylindrical plastic bottle with a snap finish and snap closure
WhiskeyBottle,PC5,one full translucent open cylindrical glass bottle with a snap finish and no closure
WhiskeyBottle,PC7,one full translucent open cylindrical glass bottle with a snap finish and no closure
WhiskeyBottle,PC8,one full translucent open cylindrical plastic bottle with a snap finish and no closure
WhiskeyBottle,PC9,one empty translucent open cylindrical glass bottle with a snap finish and no closure
WineBottle,PC5,one full translucent closed cylindrical glass bottle with a twist finish and screw closure
WineBottle,PC7,one full opaque closed cylindrical plastic bottle with a snap finish and no closure
WineBottle,PC8,one full opaque closed cylindrical plastic bottle with a snap finish and no closure
WineBottle,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
BigJar,PC5,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
BigJar,PC7,one empty translucent open cylindrical plastic jar with a twist finish and no closure
BigJar,PC8,one empty transparent open cylindrical plastic jar with a twist finish and no closure
BigJar,PC9,one empty translucent open cylindrical plastic jar with a twist finish and no closure
BodyLotionJar,PC5,one empty opaque open cylindrical metal container with a snap finish and no closure
BodyLotionJar,PC7,one empty opaque open cylindrical plastic container with a snap finish and no closure
BodyLotionJar,PC8,one full opaque open cylindrical plastic container with a snap finish and no closure
BodyLotionJar,PC9,one empty opaque open cylindrical plastic container with a snap finish and no closure
BourbonBottle,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
BourbonBottle,PC7,one full opaque closed cylindrical plastic bottle with a complex finish and flip - top closure
BourbonBottle,PC8,one full opaque closed cylindrical plastic bottle with a snap finish and no closure
BourbonBottle,PC9,one full opaque closed cylindrical plastic bottle with a snap finish and flip - top closure
DreamJar,PC5,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
DreamJar,PC7,one empty transparent closed cylindrical plastic container with a snap finish and snap closure
DreamJar,PC8,one empty transparent closed cylindrical plastic container with a snap finish and snap closure
DreamJar,PC9,one empty transparent closed cylindrical plastic container with a snap finish and snap closure
EmptyWaterJug,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
EmptyWaterJug,PC7,one empty transparent open cylindrical plastic bottle with a twist finish and no closure
EmptyWaterJug,PC8,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
EmptyWaterJug,PC9,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
FrenchBottle,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
FrenchBottle,PC7,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
FrenchBottle,PC8,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
FrenchBottle,PC9,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
GlassJar,PC5,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
GlassJar,PC7,one empty translucent closed cylindrical plastic bottle with a twist finish and screw closure
GlassJar,PC8,one empty translucent open cylindrical plastic bottle with a snap finish and no closure
GlassJar,PC9,one empty translucent closed cylindrical plastic bottle with a twist finish and screw closure
GooeyJar,PC5,one full translucent closed cylindrical plastic bottle with a twist finish and screw closure
GooeyJar,PC7,one empty translucent open cylindrical plastic bottle with a snap finish and no closure
GooeyJar,PC8,one empty translucent open cylindrical plastic bottle with a snap finish and no closure
GooeyJar,PC9,one empty translucent open cylindrical plastic container with a snap finish and no closure
HeartJar,PC5,one full transparent closed cylindrical glass jar with a twist finish and screw closure
HeartJar,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
HeartJar,PC8,one full translucent closed cylindrical plastic bottle with a twist finish and flip - top closure
HeartJar,PC9,one full transparent closed cylindrical plastic bottle with a twist finish and flip - top closure
MasonJar,PC5,one empty translucent closed cylindrical plastic bottle with a twist finish and screw closure
MasonJar,PC7,one empty transparent open cylindrical plastic bottle with a twist finish and no closure
MasonJar,PC8,one empty transparent open cylindrical plastic bottle with a twist finish and no closure
MasonJar,PC9,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
MedicineBottle 1,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MedicineBottle 1,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MedicineBottle 1,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MedicineBottle 1,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MedicineBottle,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MedicineBottle,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MedicineBottle,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MedicineBottle,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
MedicinePlasticBottle,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
MedicinePlasticBottle,PC7,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
MedicinePlasticBottle,PC8,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
MedicinePlasticBottle,PC9,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
MilkBottle,PC5,one full opaque open cylindrical plastic bottle with a snap finish and no closure
MilkBottle,PC7,one empty opaque open cylindrical plastic bottle with a twist finish and no closure
MilkBottle,PC8,one empty translucent open cylindrical glass bottle with a snap finish and no closure
MilkBottle,PC9,one empty translucent open cylindrical plastic bottle with a snap finish and no closure
PeanutButterJar,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PeanutButterJar,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PeanutButterJar,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PeanutButterJar,PC9,one full opaque closed cylindrical plastic jar with a twist finish and screw closure
PickleJar,PC5,one full transparent closed cylindrical glass bottle with a snap finish and snap closure
PickleJar,PC7,one full opaque open cylindrical plastic bottle with a snap finish and no closure
PickleJar,PC8,one full translucent open cylindrical plastic bottle with a snap finish and no closure
PickleJar,PC9,one full translucent open cylindrical plastic bottle with a snap finish and no closure
PillBottle 1,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle 1,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PillBottle,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC5,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC8,one empty opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticBottle,PC9,one empty opaque closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC7,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC8,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
PlasticEmptyBottle,PC9,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
ProteinJar,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
SoapBottle,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC5,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC7,one full transparent open cylindrical plastic bottle with a twist finish and no closure
TransparentWaterBottle,PC8,one full transparent closed cylindrical plastic bottle with a twist finish and screw closure
TransparentWaterBottle,PC9,one empty transparent closed cylindrical plastic bottle with a twist finish and screw closure
WaterBottle,PC5,one full opaque open cylindrical plastic bottle with a twist finish and no closure
WaterBottle,PC7,one full opaque open cylindrical plastic bottle with a twist finish and no closure
WaterBottle,PC8,one full opaque open cylindrical plastic bottle with a twist finish and no closure
WaterBottle,PC9,one full opaque open cylindrical plastic bottle with a twist finish and no closure
WheyProteinJar,PC5,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC7,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC8,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
WheyProteinJar,PC9,one full opaque closed cylindrical plastic bottle with a twist finish and screw closure
